State,District,Year,Month,Insolation (in kWh/m²)
Uttar Pradesh,Bahraich,2024,October,128
Haryana,Yamunanagar,2024,October,115
Haryana,Kurukshetra,2024,October,101
Haryana,Fatehabad,2024,October,109
Rajasthan,Hanumangarh,2024,October,110
Punjab,Sri Muktsar Sahib,2024,October,102
Punjab,Moga,2024,October,102
Haryana,Panchkula,2024,October,120
Rajasthan,Dausa,2024,October,133
Rajasthan,Karauli,2024,October,132
Rajasthan,Rajsamand,2024,October,146
Gujarat,Banas Kantha,2024,October,145
Gujarat,Patan,2024,October,142
Gujarat,Sabar Kantha,2024,October,148
Madhya Pradesh,Neemuch,2024,October,141
Rajasthan,Baran,2024,October,139
Madhya Pradesh,Sheopur,2024,October,140
Uttar Pradesh,Mahoba,2024,October,134
West Bengal,Alipur Duar,2024,October,141
Haryana,Palwal,2024,October,106
Madhya Pradesh,Damoh,2024,October,150
Punjab,Mansa,2024,October,102
Tripura,Dhalai,2024,October,143
Madhya Pradesh,Katni,2024,October,148
Uttar Pradesh,Kanpur Dehat,2024,October,118
Uttar Pradesh,Kannauj,2024,October,113
Uttar Pradesh,Gonda,2024,October,123
Uttar Pradesh,Bara Banki,2024,October,118
Uttar Pradesh,Rae Bareli,2024,October,121
Uttar Pradesh,Pratapgarh,2024,October,119
Uttar Pradesh,Prayagraj,2024,October,128
Madhya Pradesh,Rewa,2024,October,139
Madhya Pradesh,Sidhi,2024,October,145
Uttar Pradesh,Ayodhya,2024,October,119
Uttar Pradesh,Basti,2024,October,121
Uttar Pradesh,Sultanpur,2024,October,120
Uttar Pradesh,Jaunpur,2024,October,126
Uttar Pradesh,Varanasi,2024,October,135
Uttar Pradesh,Mirzapur,2024,October,137
Uttar Pradesh,Siddharthnagar,2024,October,129
Uttar Pradesh,Gorakhpur,2024,October,125
Uttar Pradesh,Deoria,2024,October,129
Uttar Pradesh,Azamgarh,2024,October,127
Uttar Pradesh,Mau,2024,October,130
Uttar Pradesh,Ghazipur,2024,October,134
Uttar Pradesh,Sonbhadra,2024,October,146
Madhya Pradesh,Mandla,2024,October,152
Madhya Pradesh,Balaghat,2024,October,158
Maharashtra,Gadchiroli,2024,October,170
Madhya Pradesh,Shahdol,2024,October,154
Chhattisgarh,Raipur,2024,October,158
Chhattisgarh,Durg,2024,October,161
Chhattisgarh,Rajnandgaon,2024,October,161
Chhattisgarh,Bilaspur,2024,October,155
Arunachal Pradesh,Tawang,2024,October,100
Assam,Nalbari,2024,October,129
Assam,Barpeta,2024,October,130
Assam,Kamrup Metro,2024,October,128
Meghalaya,East Khasi Hills,2024,October,128
Meghalaya,West Khasi Hills,2024,October,118
West Bengal,Nadia,2024,October,115
West Bengal,Hugli,2024,October,120
West Bengal,Haora,2024,October,119
West Bengal,Kolkata,2024,October,117
West Bengal,South 24Parganas,2024,October,119
Tripura,West Tripura,2024,October,140
Tripura,Gomti,2024,October,141
Arunachal Pradesh,West Siang,2024,October,97
Arunachal Pradesh,Upper Subansiri,2024,October,89
Arunachal Pradesh,Dibang Valley,2024,October,82
Arunachal Pradesh,East Siang,2024,October,102
Arunachal Pradesh,West Kameng,2024,October,97
Assam,Sonitpur,2024,October,123
Assam,Marigaon,2024,October,129
Assam,Bongaigaon,2024,October,132
Assam,Darang,2024,October,125
Assam,Nagaon,2024,October,126
Meghalaya,West Jaintia Hills,2024,October,125
Assam,Karimganj,2024,October,138
Assam,Cachar,2024,October,144
Tripura,Unakoti,2024,October,142
Arunachal Pradesh,East Kameng,2024,October,95
Arunachal Pradesh,Papumpare,2024,October,106
Assam,Golaghat,2024,October,128
Assam,Karbi Anglong,2024,October,144
Assam,Dima Hasao,2024,October,146
Manipur,Tamenglong,2024,October,149
Manipur,Imphal East,2024,October,142
Manipur,Bishnupur,2024,October,144
Manipur,Churachandpur,2024,October,147
Manipur,Chandel,2024,October,138
Assam,Dibrugarh,2024,October,115
Assam,Lakhimpur,2024,October,111
Assam,Sibsagar,2024,October,124
Assam,Jorhat,2024,October,124
Nagaland,Mokokchung,2024,October,142
Nagaland,Tuensang,2024,October,133
Nagaland,Wokha,2024,October,153
Nagaland,Zunheboto,2024,October,140
Nagaland,Phek,2024,October,140
Nagaland,Kohima,2024,October,148
Manipur,Senapati,2024,October,143
Manipur,Ukhrul,2024,October,137
Manipur,Thoubal,2024,October,142
Arunachal Pradesh,Tirap,2024,October,124
Nagaland,Mon,2024,October,124
Mizoram,Aizawl,2024,October,145
Mizoram,Lunglei,2024,October,149
Arunachal Pradesh,Lohit,2024,October,100
Maharashtra,Thane,2024,October,146
Maharashtra,Mumbai,2024,October,143
Maharashtra,Raigarh,2024,October,141
Maharashtra,Pune,2024,October,142
Maharashtra,Ratnagiri,2024,October,128
Maharashtra,Sindhudurg,2024,October,126
Maharashtra,Ahmednagar,2024,October,141
Maharashtra,Satara,2024,October,129
Maharashtra,Sangli,2024,October,133
Maharashtra,Kolhapur,2024,October,135
Maharashtra,Chhatrapati Sambhajinagar,2024,October,146
Maharashtra,Jalna,2024,October,153
Maharashtra,Beed,2024,October,152
Maharashtra,Solapur,2024,October,143
Karnataka,Vijayapura,2024,October,149
Goa,North Goa,2024,October,128
Karnataka,Belagavi,2024,October,133
Karnataka,Uttara Kannada,2024,October,131
Karnataka,Dakshina Kannada,2024,October,133
Kerala,Kasaragod,2024,October,126
Karnataka,Dharwad,2024,October,143
Karnataka,Shivamogga,2024,October,150
Karnataka,Chikkamagaluru,2024,October,132
Karnataka,Kodagu,2024,October,120
Lakshadweep,Lakshadweep,2024,October,130
Kerala,Kannur,2024,October,127
Kerala,Kozhikode,2024,October,119
Maharashtra,Parbhani,2024,October,157
Maharashtra,Latur,2024,October,150
Maharashtra,Dharashiv,2024,October,145
Karnataka,Kalaburagi,2024,October,145
Maharashtra,Nanded,2024,October,160
Karnataka,Bidar,2024,October,149
Telangana,Mahabubnagar,2024,October,147
Karnataka,Raichur,2024,October,146
Telangana,Adilabad,2024,October,152
Telangana,Nizamabad,2024,October,156
Telangana,Sangareddy,2024,October,150
Telangana,Hyderabad,2024,October,144
Maharashtra,Chandrapur,2024,October,158
Telangana,Karimnagar,2024,October,158
Telangana,Hanumakonda,2024,October,160
Telangana,Nalgonda,2024,October,146
Karnataka,Ballari,2024,October,141
Karnataka,Chitradurga,2024,October,147
Karnataka,Hassan,2024,October,128
Karnataka,Mandya,2024,October,125
Karnataka,Mysuru,2024,October,119
Andhra Pradesh,Ananthapuramu,2024,October,137
Karnataka,Tumakuru,2024,October,131
Karnataka,Bengaluru (Urban),2024,October,130
Andhra Pradesh,Kurnool,2024,October,138
Andhra Pradesh,Ysr Kadapa,2024,October,158
Karnataka,Kolara,2024,October,122
Tamil Nadu,Dharmapuri,2024,October,122
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,October,134
Andhra Pradesh,Chittoor,2024,October,134
Tamil Nadu,Vellore,2024,October,129
Tamil Nadu,Kanchipuram,2024,October,138
Kerala,Wayanad,2024,October,116
Tamil Nadu,The Nilgiris,2024,October,109
Kerala,Malappuram,2024,October,118
Tamil Nadu,Coimbatore,2024,October,118
Kerala,Palakkad,2024,October,132
Kerala,Thrissur,2024,October,127
Kerala,Ernakulam,2024,October,127
Kerala,Kottayam,2024,October,124
Kerala,Alappuzha,2024,October,129
Kerala,Idukki,2024,October,107
Kerala,Thiruvananthapuram,2024,October,119
Kerala,Kollam,2024,October,128
Tamil Nadu,Erode,2024,October,123
Tamil Nadu,Virudhunagar,2024,October,106
Tamil Nadu,Tirunelveli,2024,October,119
Tamil Nadu,Kanniyakumari,2024,October,123
Tamil Nadu,Salem,2024,October,120
Tamil Nadu,Tiruchirappalli,2024,October,121
Tamil Nadu,Pudukkottai,2024,October,118
Tamil Nadu,Madurai,2024,October,110
Tamil Nadu,Ramanathapuram,2024,October,109
Puducherry,Puducherry,2024,October,132
Tamil Nadu,Cuddalore,2024,October,134
Puducherry,Karaikal,2024,October,132
Tamil Nadu,Thanjavur,2024,October,125
Telangana,Khammam,2024,October,147
Andhra Pradesh,Guntur,2024,October,124
Andhra Pradesh,Krishna,2024,October,136
Andhra Pradesh,Eluru,2024,October,131
Chhattisgarh,Bastar,2024,October,174
Odisha,Koraput,2024,October,160
Andhra Pradesh,Kakinada,2024,October,143
Puducherry,Yanam,2024,October,139
Odisha,Kalahandi,2024,October,161
Andhra Pradesh,Srikakulam,2024,October,137
Andhra Pradesh,Vizianagaram,2024,October,139
Andhra Pradesh,Visakhapatnam,2024,October,136
Andhra Pradesh,Prakasam,2024,October,125
Tamil Nadu,Chennai,2024,October,137
Andaman and Nicobar Islands,South andamans,2024,October,150
Uttar Pradesh,Kheri,2024,October,121
Uttar Pradesh,Ambedkar Nagar,2024,October,121
Uttar Pradesh,Sant Kabir Nagar,2024,October,125
Uttar Pradesh,Kaushambi,2024,October,130
Uttar Pradesh,Chitrakoot,2024,October,135
Uttar Pradesh,Kushinagar,2024,October,127
Bihar,Kaimur,2024,October,139
Uttar Pradesh,Chandauli,2024,October,136
Jharkhand,Garhwa,2024,October,150
Uttar Pradesh,Bhadohi,2024,October,133
Jharkhand,Chatra,2024,October,145
Gujarat,Narmada,2024,October,139
Maharashtra,Nandurbar,2024,October,140
Madhya Pradesh,Barwani,2024,October,142
Gujarat,Panch Mahals,2024,October,145
Gujarat,Dahod,2024,October,144
Gujarat,Anand,2024,October,142
Gujarat,Navsari,2024,October,142
Maharashtra,Washim,2024,October,157
Maharashtra,Gondia,2024,October,162
Madhya Pradesh,Harda,2024,October,152
Madhya Pradesh,Umaria,2024,October,155
Chhattisgarh,Korea,2024,October,152
Chhattisgarh,Kawardha (Kabirdham),2024,October,148
Chhattisgarh,Janjgir - Champa,2024,October,156
Jharkhand,Simdega,2024,October,146
Chhattisgarh,Jashpur,2024,October,145
Chhattisgarh,Mahasamund,2024,October,163
Odisha,Nuaparha,2024,October,155
Madhya Pradesh,Dindori,2024,October,147
Chhattisgarh,Korba,2024,October,149
Uttar Pradesh,Hathras,2024,October,112
Odisha,Bargarh,2024,October,155
Chhattisgarh,Uttar Bastar Kanker,2024,October,167
Chhattisgarh,Dhamtari,2024,October,170
Odisha,Nabarangapur,2024,October,165
Chhattisgarh,Dakshin Bastar Dantewara,2024,October,173
Bihar,Buxar,2024,October,133
Bihar,Sheohar,2024,October,134
Jharkhand,Koderma,2024,October,139
Bihar,Jamui,2024,October,135
Jharkhand,Saraikela-Kharsawan,2024,October,140
Bihar,Kishanganj,2024,October,132
West Bengal,Uttar Dinajpur,2024,October,129
Bihar,Araria,2024,October,135
Uttar Pradesh,Gautam Buddha Nagar,2024,October,105
Bihar,Banka,2024,October,128
Jharkhand,Pakur,2024,October,124
Bihar,Lakhisarai,2024,October,137
Bihar,Sheikhpura,2024,October,137
West Bengal,Purba Medinipur,2024,October,119
West Bengal,North Twenty-Four Parganas,2024,October,118
Jharkhand,West Singhbhum,2024,October,149
Odisha,Nayagarh,2024,October,134
Odisha,Boudh,2024,October,154
Odisha,Boudh,2024,October,150
Odisha,Deogarh,2024,October,141
Odisha,Jajapur,2024,October,131
Odisha,Bhadrak,2024,October,130
Odisha,Jagatsinghpur,2024,October,129
Odisha,Kendrapara,2024,October,127
Odisha,Anugul,2024,October,138
Odisha,Malkangiri,2024,October,169
Odisha,Rayagarha,2024,October,157
Odisha,Gajapati,2024,October,143
Odisha,Jharsuguda,2024,October,150
Jharkhand,Jamtara,2024,October,134
Bihar,Vaishali,2024,October,129
Bihar,Samastipur,2024,October,128
Jharkhand,Latehar,2024,October,150
Karnataka,Bagalkot,2024,October,148
Goa,South Goa,2024,October,128
Tamil Nadu,Thiruvallur,2024,October,138
Karnataka,Udupi,2024,October,128
Bihar,Patna,2024,October,128
Haryana,Jhajjar,2024,October,108
Uttar Pradesh,Baghpat,2024,October,102
Haryana,Panipat,2024,October,100
Uttar Pradesh,Auraiya,2024,October,117
Uttar Pradesh,Shrawasti,2024,October,134
Uttar Pradesh,Balrampur,2024,October,130
Uttar Pradesh,Mahrajganj,2024,October,128
Arunachal Pradesh,Lower Dibang Valley,2024,October,102
Arunachal Pradesh,Anjaw,2024,October,99
Arunachal Pradesh,Kurung Kumey,2024,October,84
Telangana,Hyderabad,2024,October,144
Jammu and Kashmir,Kathua,2024,October,119
Karnataka,Haveri,2024,October,152
Karnataka,Davanagere,2024,October,149
Tamil Nadu,Tiruvannamalai,2024,October,127
Karnataka,Chamarajanagara,2024,October,118
Tamil Nadu,Namakkal,2024,October,120
Tamil Nadu,Karur,2024,October,121
Tamil Nadu,Viluppuram,2024,October,128
Tamil Nadu,Perambalur,2024,October,107
Tamil Nadu,Ariyalur,2024,October,116
Tamil Nadu,Theni,2024,October,105
Tamil Nadu,Dindigul,2024,October,108
Arunachal Pradesh,Upper Siang,2024,October,79
Arunachal Pradesh,Changlang,2024,October,108
Assam,Tinsukia,2024,October,117
Assam,Dhemaji,2024,October,115
Arunachal Pradesh,Lower Subansiri,2024,October,97
Chhattisgarh,Surajpur,2024,October,155
Jharkhand,Khunti,2024,October,147
Chhattisgarh,Mungeli,2024,October,155
Chhattisgarh,Bemetara,2024,October,159
Chhattisgarh,Baloda Bazar,2024,October,163
Uttar Pradesh,Shamli,2024,October,104
Punjab,Fazilka,2024,October,102
Punjab,Barnala,2024,October,102
Punjab,Tarn Taran,2024,October,101
Uttar Pradesh,Hapur,2024,October,105
Uttar Pradesh,Kasganj,2024,October,110
Madhya Pradesh,Agar Malwa,2024,October,145
Rajasthan,Pratapgarh,2024,October,141
Gujarat,Morbi,2024,October,135
Gujarat,Botad,2024,October,128
Gujarat,Chhotaudepur,2024,October,141
Maharashtra,Palghar,2024,October,144
Gujarat,Devbhumi Dwarka,2024,October,139
Jharkhand,Ramgarh,2024,October,142
Chhattisgarh,Balrampur,2024,October,153
Chhattisgarh,Gariyaband,2024,October,164
Chhattisgarh,Balod,2024,October,170
Chhattisgarh,Narayanpur,2024,October,172
Chhattisgarh,Bijapur,2024,October,168
Chhattisgarh,Sukma,2024,October,172
Chhattisgarh,Kondagaon,2024,October,172
Karnataka,Ramanagara,2024,October,125
Tamil Nadu,Tiruppur,2024,October,125
Tamil Nadu,Krishnagiri,2024,October,124
Mizoram,Lawngtlai,2024,October,166
Manipur,Imphal West,2024,October,139
Nagaland,Peren,2024,October,144
Nagaland,Dimapur,2024,October,142
Nagaland,Kiphire,2024,October,135
Assam,Udalguri,2024,October,122
Chhattisgarh,Surguja,2024,October,149
Chhattisgarh,Raigarh,2024,October,144
Odisha,Sambalpur,2024,October,153
Odisha,Balangir,2024,October,154
Bihar,Pashchimi Champaran,2024,October,133
Bihar,Purbi Champaran,2024,October,133
Bihar,Gopalganj,2024,October,131
Bihar,Siwan,2024,October,129
Uttar Pradesh,Ballia,2024,October,130
Bihar,Saran,2024,October,127
Bihar,Bhojpur,2024,October,128
Bihar,Jahanabad,2024,October,136
Bihar,Rohtas,2024,October,141
Bihar,Aurangabad,2024,October,139
Jharkhand,Palamu,2024,October,151
Bihar,Sitamarhi,2024,October,136
Bihar,Darbhanga,2024,October,132
Bihar,Muzaffarpur,2024,October,128
Bihar,Nalanda,2024,October,136
Bihar,Nawada,2024,October,136
Bihar,Gaya,2024,October,136
Bihar,Madhubani,2024,October,136
Bihar,Madhepura,2024,October,129
Bihar,Saharsa,2024,October,128
Bihar,Khagaria,2024,October,127
Bihar,Begusarai,2024,October,130
Bihar,Munger,2024,October,130
Bihar,Bhagalpur,2024,October,130
Jharkhand,Deoghar,2024,October,129
Jharkhand,Giridih,2024,October,133
Bihar,Purnia,2024,October,133
Bihar,Katihar,2024,October,128
Jharkhand,Sahibganj,2024,October,127
Jharkhand,Godda,2024,October,129
Jharkhand,Dumka,2024,October,130
Jharkhand,Lohardaga,2024,October,144
Jharkhand,Gumla,2024,October,148
Odisha,Sundargarh,2024,October,150
Odisha,Kandhamal,2024,October,143
Jharkhand,Hazaribagh,2024,October,142
Jharkhand,Ranchi,2024,October,140
Odisha,Keonjhar (Kendujhar),2024,October,136
Odisha,Dhenkanal,2024,October,135
Odisha,Cuttack,2024,October,134
Odisha,Khordha,2024,October,135
Jharkhand,Dhanbad,2024,October,133
West Bengal,Puruliya,2024,October,138
Jharkhand,East Singhbhum,2024,October,133
Odisha,Mayurbhanj,2024,October,129
Odisha,Balasore,2024,October,130
West Bengal,Birbhum,2024,October,125
West Bengal,Bankura,2024,October,131
West Bengal,Purba Barddhaman,2024,October,120
West Bengal,Paschim Medinipur,2024,October,126
Odisha,Ganjam,2024,October,130
Sikkim,Gangtok,2024,October,120
West Bengal,Darjiling,2024,October,144
West Bengal,Jalpaiguri,2024,October,144
West Bengal,Dakshin Dinajpur,2024,October,117
West Bengal,Maldah,2024,October,119
West Bengal,Murshidabad,2024,October,121
West Bengal,Koch Bihar,2024,October,139
Assam,Kokrajhar,2024,October,135
Assam,Goalpara,2024,October,133
Meghalaya,East Garo Hills,2024,October,116
Meghalaya,West Garo Hills,2024,October,119
Arunachal Pradesh,Shi Yomi,2024,October,81
Arunachal Pradesh,Lepa Rada,2024,October,97
Arunachal Pradesh,Namsai,2024,October,112
Arunachal Pradesh,Kra Daadi,2024,October,103
Arunachal Pradesh,Kra Daadi,2024,October,95
Arunachal Pradesh,Longding,2024,October,137
Arunachal Pradesh,Siang,2024,October,90
Haryana,Nuh,2024,October,107
Chhattisgarh,Gaurela-Pendra-Marwahi,2024,October,138
Jammu and Kashmir,Rajauri,2024,October,111
Jammu and Kashmir,Doda,2024,October,112
Jammu and Kashmir,Samba,2024,October,113
Jammu and Kashmir,Ramban,2024,October,105
Jammu and Kashmir,Shupiyan,2024,October,123
Jammu and Kashmir,Kulgam,2024,October,125
Jammu and Kashmir,Pulwama,2024,October,127
Jammu and Kashmir,Badgam,2024,October,128
Jammu and Kashmir,Bandipura,2024,October,110
Jammu and Kashmir,Kupwara,2024,October,120
Jammu and Kashmir,Ganderbal,2024,October,122
Punjab,Gurdaspur,2024,October,113
Punjab,Amritsar,2024,October,101
Punjab,Hoshiarpur,2024,October,116
Himachal Pradesh,Chamba,2024,October,129
Himachal Pradesh,Lahul & Spiti,2024,October,124
Himachal Pradesh,Mandi,2024,October,144
Himachal Pradesh,Hamirpur,2024,October,132
Himachal Pradesh,Una,2024,October,122
Himachal Pradesh,Kullu,2024,October,144
Himachal Pradesh,Kinnaur,2024,October,138
Himachal Pradesh,Kangra,2024,October,109
Jammu and Kashmir,Muzaffarabad,2024,October,95
Jammu and Kashmir,Baramula,2024,October,122
Jammu and Kashmir,Punch,2024,October,114
Jammu and Kashmir,Mirpur,2024,October,105
Jammu and Kashmir,Riasi,2024,October,115
Jammu and Kashmir,Jammu,2024,October,111
Jammu and Kashmir,Udhampur,2024,October,118
Jammu and Kashmir,Kishtwar,2024,October,112
Jammu and Kashmir,Anantnag,2024,October,126
Jammu and Kashmir,Srinagar,2024,October,127
Ladakh,Leh,2024,October,111
Jammu and Kashmir,Kathua,2024,October,119
Punjab,Tarn Taran,2024,October,101
Jammu and Kashmir,Rajauri,2024,October,111
Jammu and Kashmir,Doda,2024,October,112
Jammu and Kashmir,Samba,2024,October,113
Jammu and Kashmir,Ramban,2024,October,105
Jammu and Kashmir,Shupiyan,2024,October,123
Jammu and Kashmir,Kulgam,2024,October,125
Jammu and Kashmir,Pulwama,2024,October,127
Jammu and Kashmir,Badgam,2024,October,128
Jammu and Kashmir,Bandipura,2024,October,110
Jammu and Kashmir,Kupwara,2024,October,120
Jammu and Kashmir,Ganderbal,2024,October,122
Punjab,Kapurthala,2024,October,108
Himachal Pradesh,Hamirpur,2024,October,128
Himachal Pradesh,Kullu,2024,October,139
Himachal Pradesh,Kinnaur,2024,October,178
Jammu and Kashmir,Kathua,2024,October,117
Himachal Pradesh,Chamba,2024,October,132
Himachal Pradesh,Lahul & Spiti,2024,October,120
Jammu and Kashmir,Rajauri,2024,October,115
Jammu and Kashmir,Ramban,2024,October,108
Jammu and Kashmir,Kishtwar,2024,October,109
Ladakh,Kargil,2024,October,123
Ladakh,Leh,2024,October,122
Jammu and Kashmir,Baramula,2024,October,113
Jammu and Kashmir,Ganderbal,2024,October,110
Ladakh,Kargil,2024,October,120
Ladakh,Leh,2024,October,103
Ladakh,Leh,2024,October,99
Ladakh,Leh,2024,October,75
Ladakh,Leh,2024,October,74
Ladakh,Leh,2024,October,113
Ladakh,Leh,2024,October,78
Ladakh,Leh,2024,October,101
Ladakh,Leh,2024,October,112
Ladakh,Leh,2024,October,77
Ladakh,Leh,2024,October,126
Ladakh,Leh,2024,October,73
Ladakh,Leh,2024,October,96
Ladakh,Leh,2024,October,72
Lakshadweep,Lakshadweep,2024,October,126
Lakshadweep,Lakshadweep,2024,October,126
Andaman and Nicobar Islands,South andamans,2024,October,150
Andhra Pradesh,Ysr Kadapa,2024,October,144
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,October,127
Andhra Pradesh,Nandyal,2024,October,135
Andhra Pradesh,Palnadu,2024,October,124
Maharashtra,Solapur,2024,October,131
Telangana,Bhadradri Kothagudem,2024,October,166
Andhra Pradesh,Alluri Sitharama Raju,2024,October,156
Odisha,Rayagarha,2024,October,157
Odisha,Ganjam,2024,October,143
Gujarat,Kachchh,2024,October,140
Gujarat,Kachchh,2024,October,137
Rajasthan,Barmer,2024,October,127
Rajasthan,Jaisalmer,2024,October,119
Rajasthan,Jaisalmer,2024,October,124
Rajasthan,Jaisalmer,2024,October,123
Rajasthan,Bikaner,2024,October,127
Rajasthan,Bikaner,2024,October,116
Arunachal Pradesh,Upper Siang,2024,October,96
Arunachal Pradesh,Dibang Valley,2024,October,95
West Bengal,South 24Parganas,2024,October,119
Rajasthan,Jaisalmer,2024,November,96
Rajasthan,Barmer,2024,November,104
Punjab,Gurdaspur,2024,November,78
Gujarat,Gandhinagar,2024,November,67
Rajasthan,Bikaner,2024,November,97
Punjab,Amritsar,2024,November,66
Punjab,Firozpur,2024,November,65
Punjab,Faridkot,2024,November,68
Punjab,Bathinda,2024,November,69
Rajasthan,Churu,2024,November,90
Punjab,Hoshiarpur,2024,November,85
Punjab,Kapurthala,2024,November,72
Punjab,Jalandhar,2024,November,75
Punjab,Ludhiana,2024,November,76
Punjab,Sangrur,2024,November,70
Haryana,Sirsa,2024,November,73
Haryana,Hisar,2024,November,71
Rajasthan,Jhunjhunun,2024,November,90
Himachal Pradesh,Chamba,2024,November,97
Himachal Pradesh,Lahul & Spiti,2024,November,102
Himachal Pradesh,Mandi,2024,November,104
Himachal Pradesh,Hamirpur,2024,November,97
Himachal Pradesh,Una,2024,November,89
Himachal Pradesh,Bilaspur,2024,November,96
Punjab,Rupnagar,2024,November,87
Haryana,Ambala,2024,November,78
Punjab,Patiala,2024,November,74
Chandigarh,Chandigarh,2024,November,85
Haryana,Karnal,2024,November,70
Haryana,Jind,2024,November,70
Haryana,Kaithal,2024,November,70
Haryana,Rohtak,2024,November,71
Uttarakhand,Bageshwar,2024,November,107
Uttarakhand,Udham Singh Nagar,2024,November,82
Uttar Pradesh,Amroha,2024,November,75
Haryana,Rewari,2024,November,77
Jharkhand,Bokaro,2024,November,104
Tamil Nadu,Thiruvarur,2024,November,95
Haryana,Bhiwani,2024,November,72
Haryana,Mahendragarh,2024,November,87
Himachal Pradesh,Kullu,2024,November,104
Himachal Pradesh,Shimla,2024,November,93
Himachal Pradesh,Solan,2024,November,99
Himachal Pradesh,Sirmaur,2024,November,83
Uttar Pradesh,Saharanpur,2024,November,81
Uttar Pradesh,Muzaffarnagar,2024,November,76
Delhi,Central,2024,November,71
Uttar Pradesh,Meerut,2024,November,71
Haryana,Sonipat,2024,November,69
Uttar Pradesh,Ghaziabad,2024,November,71
Haryana,Gurugram,2024,November,71
Uttar Pradesh,Bulandshahr,2024,November,72
Haryana,Faridabad,2024,November,71
Himachal Pradesh,Kinnaur,2024,November,110
Uttarakhand,Uttarkashi,2024,November,114
Uttarakhand,Dehradun,2024,November,95
Uttarakhand,Pauri Garhwal,2024,November,110
Uttarakhand,Tehri Garhwal,2024,November,107
Uttarakhand,Haridwar,2024,November,91
Uttar Pradesh,Bijnor,2024,November,80
Uttar Pradesh,Moradabad,2024,November,77
Uttarakhand,Chamoli,2024,November,111
Uttarakhand,Almora,2024,November,101
Uttarakhand,Nainital,2024,November,85
Uttar Pradesh,Rampur,2024,November,78
Uttar Pradesh,Pilibhit,2024,November,81
Uttar Pradesh,Bareilly,2024,November,77
Uttar Pradesh,Budaun,2024,November,73
Uttarakhand,Pithoragarh,2024,November,106
Gujarat,Kachchh,2024,November,119
Gujarat,Jamnagar,2024,November,125
Gujarat,Rajkot,2024,November,124
Gujarat,Junagadh,2024,November,124
Dadra and Nagar Haveli and Daman and Diu,Diu,2024,November,121
Gujarat,Surendranagar,2024,November,117
Gujarat,Amreli,2024,November,121
Rajasthan,Jalor,2024,November,120
Rajasthan,Sirohi,2024,November,121
Rajasthan,Nagaur,2024,November,104
Rajasthan,Jodhpur,2024,November,113
Rajasthan,Pali,2024,November,117
Rajasthan,Udaipur,2024,November,121
Rajasthan,Ajmer,2024,November,106
Rajasthan,Bhilwara,2024,November,114
Rajasthan,Chittaurgarh,2024,November,117
Rajasthan,Sikar,2024,November,98
Rajasthan,Jaipur,2024,November,96
Rajasthan,Tonk,2024,November,102
Rajasthan,Bundi,2024,November,108
Rajasthan,Kota,2024,November,110
Madhya Pradesh,Mandsaur,2024,November,114
Gujarat,Gandhinagar,2024,November,121
Gujarat,Mahesana,2024,November,121
Gujarat,Ahmadabad,2024,November,119
Gujarat,Kheda,2024,November,120
Gujarat,Bhavnagar,2024,November,116
Gujarat,Bharuch,2024,November,126
Gujarat,Valsad,2024,November,130
Dadra and Nagar Haveli and Daman and Diu,Daman,2024,November,129
Rajasthan,Dungarpur,2024,November,122
Karnataka,Bengaluru (Urban),2024,November,134
Gujarat,Vadodara,2024,November,121
Gujarat,Dangs,2024,November,122
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2024,November,131
Maharashtra,Nashik,2024,November,125
Rajasthan,Banswara,2024,November,118
Madhya Pradesh,Jhabua,2024,November,121
Maharashtra,Dhule,2024,November,125
Madhya Pradesh,Ratlam,2024,November,117
Madhya Pradesh,Ujjain,2024,November,121
Madhya Pradesh,Indore,2024,November,124
Madhya Pradesh,Dhar,2024,November,120
Madhya Pradesh,Khargone,2024,November,124
Maharashtra,Jalgaon,2024,November,126
Rajasthan,Alwar,2024,November,86
Rajasthan,Sawai Madhopur,2024,November,105
Rajasthan,Jhalawar,2024,November,112
Madhya Pradesh,Rajgarh,2024,November,116
Uttar Pradesh,Mathura,2024,November,79
Rajasthan,Bharatpur,2024,November,85
Rajasthan,Dhaulpur,2024,November,90
Madhya Pradesh,Shivpuri,2024,November,110
Madhya Pradesh,Guna,2024,November,115
Uttar Pradesh,Aligarh,2024,November,74
Uttar Pradesh,Etah,2024,November,76
Uttar Pradesh,Agra,2024,November,83
Uttar Pradesh,Firozabad,2024,November,80
Madhya Pradesh,Bhind,2024,November,85
Madhya Pradesh,Morena,2024,November,92
Madhya Pradesh,Gwalior,2024,November,96
Madhya Pradesh,Datia,2024,November,102
Uttar Pradesh,Jhansi,2024,November,105
Madhya Pradesh,Tikamgarh,2024,November,114
Uttar Pradesh,Lalitpur,2024,November,114
Uttar Pradesh,Farrukhabad,2024,November,73
Uttar Pradesh,Mainpuri,2024,November,76
Uttar Pradesh,Shahjahanpur,2024,November,73
Uttar Pradesh,Etawah,2024,November,80
Uttar Pradesh,Jalaun,2024,November,89
Madhya Pradesh,Chhatarpur,2024,November,112
Madhya Pradesh,Shajapur,2024,November,121
Madhya Pradesh,Dewas,2024,November,125
Madhya Pradesh,Khandwa,2024,November,128
Maharashtra,Buldhana,2024,November,130
